n	Experimental	Theoretical
11614	170.17200	171.97328
11615	173.34100	171.98068
11616	172.27000	171.98808
11617	171.50100	171.99549
11618	171.03600	172.00289
11619	172.76600	172.01029
11620	170.68100	172.01769
11621	170.08600	172.02510
11622	170.20100	172.03250
11623	170.80900	172.03990
11624	172.17100	172.04730
11625	174.24100	172.05470
11626	171.17300	172.06210
11627	171.30000	172.06950
11628	172.95800	172.07690
11629	173.06600	172.08430
11630	168.99300	172.09170
11631	173.16900	172.09909
11632	169.93400	172.10649
11633	169.72000	172.11389
11634	174.48400	172.12129
11635	170.59600	172.12869
11636	173.38400	172.13608
11637	170.34700	172.14348
11638	172.45700	172.15087
11639	172.08200	172.15827
11640	172.59300	172.16567
11641	170.39600	172.17306
11642	170.61500	172.18046
11643	171.41300	172.18785
11644	174.00500	172.19525
11645	171.22700	172.20264
11646	172.32100	172.21003
11647	170.96100	172.21743
11648	174.66300	172.22482
11649	172.25500	172.23221
11650	173.81600	172.23960
11651	173.79400	172.24700
11652	172.38200	172.25439
11653	169.63100	172.26178
11654	173.83500	172.26917
11655	170.71100	172.27656
11656	170.04400	172.28395
11657	172.05100	172.29134
11658	173.17900	172.29873
11659	173.79300	172.30612
11660	172.01500	172.31351
11661	172.01900	172.32090
11662	172.98700	172.32829
11663	172.44700	172.33568
11664	171.68700	172.34307
11665	170.98800	172.35045
11666	172.07200	172.35784
11667	172.07500	172.36523
11668	169.30500	172.37261
11669	170.84200	172.38000
11670	173.43000	172.38739
11671	172.66100	172.39477
11672	174.67700	172.40216
11673	173.98400	172.40954
11674	174.40200	172.41693
11675	173.12300	172.42431
11676	171.13300	172.43170
11677	174.25600	172.43908
11678	173.95900	172.44646
11679	172.72800	172.45385
11680	171.57400	172.46123
11681	171.11100	172.46861
11682	169.46200	172.47599
11683	172.53400	172.48338
11684	171.78500	172.49076
11685	172.58800	172.49814
11686	172.17500	172.50552
11687	173.42100	172.51290
11688	174.56500	172.52028
11689	170.97800	172.52766
11690	174.67800	172.53504
11691	172.13000	172.54242
11692	169.87600	172.54980
11693	172.08100	172.55718
11694	173.31900	172.56456
11695	172.32400	172.57194
11696	173.24800	172.57931
11697	172.93800	172.58669
11698	173.26800	172.59407
11699	172.49900	172.60145
11700	170.49800	172.60882
11701	173.45800	172.61620
11702	174.59700	172.62357
11703	169.90000	172.63095
11704	171.54100	172.63833
11705	174.15700	172.64570
11706	172.32000	172.65307
11707	172.21900	172.66045
11708	172.72900	172.66782
11709	172.49400	172.67520
11710	170.71100	172.68257
11711	172.47900	172.68994
11712	173.39700	172.69732
11713	174.09000	172.70469
11714	170.42400	172.71206
11715	169.21600	172.71943
11716	173.84500	172.72680
11717	174.00200	172.73418
11718	172.01900	172.74155
11719	171.61600	172.74892
11720	173.41900	172.75629
11721	172.97800	172.76366
11722	173.14800	172.77103
11723	172.83800	172.77840
11724	171.08100	172.78577
11725	174.94100	172.79313
11726	173.68100	172.80050
11727	169.81400	172.80787
11728	172.28300	172.81524
11729	171.33600	172.82261
11730	172.62200	172.82997
11731	169.58000	172.83734
11732	169.57700	172.84471
11733	174.65300	172.85207
11734	170.11500	172.85944
11735	172.16400	172.86680
11736	173.63700	172.87417
11737	172.63400	172.88153
11738	169.79000	172.88890
11739	173.02600	172.89626
11740	173.02900	172.90363
11741	174.94300	172.91099
11742	173.43200	172.91835
11743	172.05900	172.92572
11744	172.70600	172.93308
11745	172.19500	172.94044
11746	171.56000	172.94781
11747	174.39200	172.95517
11748	175.38200	172.96253
11749	175.16000	172.96989
11750	174.68900	172.97725
11751	174.19500	172.98461
11752	171.39900	172.99197
11753	169.89000	172.99933
11754	173.69800	173.00669
11755	172.67700	173.01405
11756	171.27900	173.02141
11757	171.49800	173.02877
11758	172.70100	173.03613
11759	171.27000	173.04348
11760	173.10300	173.05084
11761	174.49400	173.05820
11762	174.16900	173.06556
11763	173.78200	173.07291
11764	176.80300	173.08027
11765	174.68300	173.08763
11766	173.13000	173.09498
11767	173.07100	173.10234
11768	174.69000	173.10969
11769	169.13200	173.11705
11770	173.33800	173.12440
11771	173.21400	173.13176
11772	172.36400	173.13911
11773	171.78400	173.14646
11774	172.11600	173.15382
11775	172.34900	173.16117
11776	173.75100	173.16852
11777	170.50600	173.17588
11778	174.31800	173.18323
11779	171.97600	173.19058
11780	174.21200	173.19793
11781	175.29300	173.20528
11782	171.54300	173.21263
11783	172.78300	173.21998
11784	171.35900	173.22733
11785	174.08500	173.23468
11786	173.80100	173.24203
11787	174.19000	173.24938
11788	174.40700	173.25673
11789	170.56000	173.26408
11790	172.51000	173.27143
11791	172.56600	173.27878
11792	173.68000	173.28613
11793	173.67800	173.29347
11794	173.10700	173.30082
11795	174.82000	173.30817
11796	173.06400	173.31551
11797	172.84900	173.32286
11798	174.89700	173.33021
11799	174.98300	173.33755
11800	174.15400	173.34490
11801	173.52800	173.35224
11802	173.84200	173.35959
11803	172.54100	173.36693
11804	174.52700	173.37427
11805	173.41800	173.38162
11806	173.17100	173.38896
11807	172.40000	173.39631
11808	172.99900	173.40365
11809	172.82000	173.41099
11810	171.62400	173.41833
11811	170.48800	173.42567
11812	168.27500	173.43302
11813	171.38100	173.44036
11814	172.96500	173.44770
11815	174.55300	173.45504
11816	171.75800	173.46238
11817	173.44600	173.46972
11818	172.18900	173.47706
11819	175.61600	173.48440
11820	175.19300	173.49174
11821	175.07500	173.49908
11822	171.36200	173.50641
11823	171.15200	173.51375
11824	171.48900	173.52109
11825	172.75000	173.52843
11826	175.91500	173.53576
11827	173.98200	173.54310
11828	173.43000	173.55044
11829	172.46800	173.55777
11830	174.99800	173.56511
11831	171.42300	173.57245
11832	173.65200	173.57978
11833	172.75300	173.58712
11834	171.90000	173.59445
11835	174.75900	173.60179
11836	175.53500	173.60912
11837	174.92600	173.61645
11838	175.42500	173.62379
11839	171.97800	173.63112
11840	173.68800	173.63845
11841	173.71200	173.64579
11842	172.37400	173.65312
11843	172.47900	173.66045
11844	172.24000	173.66778
11845	172.64500	173.67511
11846	173.60600	173.68244
11847	176.00200	173.68977
11848	173.94200	173.69710
11849	173.00100	173.70443
11850	172.27700	173.71176
11851	172.54100	173.71909
11852	177.27200	173.72642
11853	174.85000	173.73375
11854	172.15400	173.74108
11855	173.90800	173.74841
11856	173.98500	173.75574
11857	171.44700	173.76306
11858	174.89100	173.77039
11859	176.01600	173.77772
11860	173.13100	173.78505
11861	173.07400	173.79237
11862	170.67200	173.79970
11863	174.48100	173.80702
11864	175.88300	173.81435
11865	172.70900	173.82167
11866	174.83000	173.82900
11867	173.32700	173.83632
11868	176.11200	173.84365
11869	174.83500	173.85097
11870	173.55900	173.85830
11871	169.90200	173.86562
11872	173.10300	173.87294
11873	174.19300	173.88026
11874	170.67900	173.88759
11875	174.08200	173.89491
11876	173.21700	173.90223
11877	175.46300	173.90955
11878	173.64300	173.91687
11879	175.23900	173.92419
11880	174.18400	173.93151
11881	173.55800	173.93883
11882	173.33800	173.94615
11883	173.94000	173.95347
11884	173.97100	173.96079
11885	173.05100	173.96811
11886	174.94800	173.97543
11887	171.98900	173.98275
11888	174.57100	173.99007
11889	173.13500	173.99738
11890	174.19600	174.00470
11891	172.25200	174.01202
11892	175.04300	174.01934
11893	175.59000	174.02665
11894	172.89800	174.03397
11895	174.67200	174.04128
11896	174.50400	174.04860
11897	174.15100	174.05592
11898	175.21600	174.06323
11899	173.72900	174.07055
11900	173.81800	174.07786
11901	175.80000	174.08517
11902	173.11000	174.09249
11903	171.86700	174.09980
11904	173.04400	174.10711
11905	174.13900	174.11443
11906	175.68400	174.12174
11907	176.17700	174.12905
11908	172.19700	174.13636
11909	173.98000	174.14367
11910	174.49800	174.15099
11911	174.58700	174.15830
11912	177.37500	174.16561
11913	176.32100	174.17292
11914	176.09700	174.18023
11915	177.31500	174.18754
11916	173.21600	174.19485
11917	175.67800	174.20216
11918	170.99100	174.20947
11919	171.98800	174.21677
11920	174.14200	174.22408
11921	172.98500	174.23139
11922	172.90200	174.23870
11923	176.12400	174.24600
11924	175.11000	174.25331
11925	175.85200	174.26062
11926	176.17900	174.26792
11927	171.64000	174.27523
11928	174.97500	174.28254
11929	173.68900	174.28984
11930	173.10200	174.29715
11931	175.97200	174.30445
11932	173.47800	174.31176
11933	172.66700	174.31906
11934	172.19300	174.32636
11935	174.19800	174.33367
11936	172.90300	174.34097
11937	173.41800	174.34827
11938	173.80400	174.35558
11939	173.52900	174.36288
11940	175.79000	174.37018
11941	178.27800	174.37748
11942	174.70200	174.38479
11943	172.44900	174.39209
11944	171.73800	174.39939
11945	176.10800	174.40669
11946	173.30000	174.41399
11947	173.36200	174.42129
11948	176.68900	174.42859
11949	174.57300	174.43589
11950	175.77100	174.44319
11951	175.26400	174.45048
11952	173.80000	174.45778
11953	175.11600	174.46508
11954	175.26600	174.47238
11955	176.64100	174.47968
11956	174.56600	174.48697
11957	172.01500	174.49427
11958	175.84700	174.50157
11959	175.22500	174.50886
11960	174.34000	174.51616
11961	173.74800	174.52346
11962	174.51300	174.53075
11963	176.56500	174.53805
11964	174.94700	174.54534
11965	173.74800	174.55263
11966	176.71800	174.55993
11967	173.56500	174.56722
11968	176.68800	174.57452
11969	173.76100	174.58181
11970	174.66700	174.58910
11971	175.21700	174.59640
11972	171.58700	174.60369
11973	174.51700	174.61098
11974	177.55500	174.61827
11975	173.32200	174.62556
11976	174.26500	174.63285
11977	175.75900	174.64014
11978	173.02600	174.64743
11979	172.43900	174.65473
11980	175.83500	174.66202
11981	171.97600	174.66930
11982	173.90300	174.67659
11983	173.40800	174.68388
11984	172.13100	174.69117
11985	173.59200	174.69846
11986	175.49500	174.70575
11987	174.93600	174.71304
11988	176.29600	174.72032
11989	173.41200	174.72761
11990	174.92200	174.73490
11991	175.86700	174.74218
11992	173.04500	174.74947
11993	170.94200	174.75676
11994	176.85000	174.76404
11995	172.88000	174.77133
11996	176.72300	174.77861
11997	174.56200	174.78590
11998	171.32500	174.79318
11999	177.49700	174.80047
12000	175.68200	174.80775
12001	172.75300	174.81503
12002	176.72200	174.82232
12003	172.69800	174.82960
12004	172.97200	174.83688
12005	172.71400	174.84416
12006	176.35300	174.85145
12007	176.11600	174.85873
12008	174.59800	174.86601
12009	172.51300	174.87329
12010	173.95000	174.88057
12011	176.35300	174.88785
12012	175.44300	174.89513
12013	172.90800	174.90241
12014	170.86900	174.90969
12015	173.31100	174.91697
12016	176.50100	174.92425
12017	174.59500	174.93153
12018	175.75000	174.93881
12019	174.82100	174.94608
12020	174.33300	174.95336
12021	174.69900	174.96064
12022	173.80100	174.96792
12023	173.08200	174.97519
12024	173.72700	174.98247
12025	173.69800	174.98975
12026	176.65600	174.99702
12027	176.29600	175.00430
12028	174.54900	175.01157
12029	174.82500	175.01885
12030	174.33500	175.02612
12031	177.77500	175.03340
12032	175.52800	175.04067
12033	175.87500	175.04794
12034	174.59800	175.05522
12035	172.51300	175.06249
12036	174.23800	175.06976
12037	172.21000	175.07704
12038	174.65700	175.08431
12039	173.64100	175.09158
12040	174.86700	175.09885
12041	174.92500	175.10612
12042	175.79100	175.11340
12043	172.87600	175.12067
12044	173.23800	175.12794
12045	174.95400	175.13521
12046	175.87800	175.14248
12047	177.20100	175.14975
12048	178.10500	175.15702
12049	175.37600	175.16428
12050	176.79100	175.17155
12051	177.43800	175.17882
12052	173.89900	175.18609
12053	172.79000	175.19336
12054	177.02100	175.20062
12055	175.86100	175.20789
12056	172.41400	175.21516
12057	174.68900	175.22243
12058	173.64000	175.22969
12059	176.42400	175.23696
12060	175.67800	175.24422
12061	175.04200	175.25149
12062	175.65000	175.25875
12063	172.74500	175.26602
12064	173.30700	175.27328
12065	173.95800	175.28055
12066	176.73900	175.28781
12067	173.98200	175.29507
12068	174.94400	175.30234
12069	176.27600	175.30960
12070	173.35600	175.31686
12071	171.74000	175.32413
12072	178.10800	175.33139
12073	172.60900	175.33865
12074	177.07500	175.34591
12075	177.56500	175.35317
12076	176.51500	175.36043
12077	176.34200	175.36769
12078	174.85700	175.37495
12079	174.73600	175.38221
12080	175.89300	175.38947
12081	176.08400	175.39673
12082	175.66600	175.40399
12083	175.54000	175.41125
12084	172.00900	175.41851
12085	172.46400	175.42577
12086	174.59100	175.43303
12087	174.12600	175.44028
12088	173.81300	175.44754
12089	175.34400	175.45480
12090	175.34900	175.46205
12091	175.05600	175.46931
12092	175.32600	175.47657
12093	174.25800	175.48382
12094	175.44500	175.49108
12095	175.28500	175.49833
12096	175.18600	175.50559
12097	175.61000	175.51284
12098	175.97200	175.52010
12099	172.29600	175.52735
12100	174.63400	175.53460
12101	177.40300	175.54186
12102	173.12200	175.54911
12103	173.43100	175.55636
12104	174.64600	175.56361
12105	176.47200	175.57087
12106	175.63300	175.57812
12107	173.61900	175.58537
12108	176.04000	175.59262
12109	176.13600	175.59987
12110	173.88200	175.60712
12111	173.02100	175.61437
12112	174.96900	175.62162
12113	175.82700	175.62887
12114	176.73500	175.63612
12115	174.36800	175.64337
12116	174.41200	175.65062
12117	178.77400	175.65787
12118	175.73700	175.66512
12119	178.38700	175.67237
12120	176.15800	175.67961
12121	174.92500	175.68686
12122	175.71800	175.69411
12123	176.71300	175.70135
12124	176.56500	175.70860
12125	172.24100	175.71585
12126	175.11400	175.72309
12127	175.02900	175.73034
12128	176.89400	175.73758
12129	177.41700	175.74483
12130	174.45000	175.75207
12131	174.00500	175.75932
12132	176.57500	175.76656
12133	174.82700	175.77381
12134	176.50300	175.78105
12135	176.27300	175.78829
12136	171.90300	175.79554
12137	176.30300	175.80278
12138	177.32800	175.81002
12139	172.88900	175.81726
12140	179.72400	175.82450
12141	174.92000	175.83175
12142	173.10700	175.83899
12143	179.44700	175.84623
12144	176.85500	175.85347
12145	175.14900	175.86071
12146	174.94900	175.86795
12147	176.81600	175.87519
12148	176.84300	175.88243
12149	174.98800	175.88967
12150	177.77900	175.89690
12151	176.14600	175.90414
12152	175.48000	175.91138
12153	177.56600	175.91862
12154	173.01400	175.92586
12155	172.61700	175.93309
12156	179.57700	175.94033
12157	176.23100	175.94757
12158	176.04700	175.95480
12159	175.42700	175.96204
12160	173.81400	175.96927
12161	175.25700	175.97651
12162	177.25400	175.98375
12163	176.34500	175.99098
12164	175.28200	175.99821
12165	175.43600	176.00545
12166	173.52900	176.01268
12167	177.13600	176.01992
12168	175.55400	176.02715
12169	175.03600	176.03438
12170	178.20900	176.04162
12171	174.47400	176.04885
12172	177.06700	176.05608
12173	175.47500	176.06331
12174	178.01600	176.07054
12175	176.40000	176.07778
12176	174.24500	176.08501
12177	178.54100	176.09224
12178	176.15200	176.09947
12179	176.80600	176.10670
12180	179.80200	176.11393
12181	177.35100	176.12116
12182	176.35900	176.12839
12183	176.81000	176.13561
12184	176.14300	176.14284
12185	173.25000	176.15007
12186	175.37900	176.15730
12187	176.30800	176.16453
12188	175.55500	176.17175
12189	175.75000	176.17898
12190	173.67200	176.18621
12191	174.14500	176.19344
12192	175.79800	176.20066
12193	177.25300	176.20789
12194	176.91100	176.21511
12195	173.99700	176.22234
12196	179.23500	176.22956
12197	177.18200	176.23679
12198	173.78200	176.24401
12199	176.61500	176.25124
12200	178.33700	176.25846
12201	174.81200	176.26568
12202	175.41600	176.27291
12203	178.71700	176.28013
12204	175.47900	176.28735
12205	174.21200	176.29458
12206	178.79800	176.30180
12207	179.53500	176.30902
12208	175.50100	176.31624
12209	178.66000	176.32346
12210	175.42500	176.33068
12211	176.98900	176.33790
12212	177.69300	176.34512
12213	179.20400	176.35234
12214	177.49600	176.35956
12215	176.49900	176.36678
12216	175.21100	176.37400
12217	176.14300	176.38122
12218	175.08200	176.38844
12219	177.17700	176.39566
12220	176.86300	176.40288
12221	176.53600	176.41009
12222	175.70400	176.41731
12223	174.02300	176.42453
12224	173.60800	176.43174
12225	175.68800	176.43896
12226	176.92900	176.44618
12227	177.06900	176.45339
12228	176.18800	176.46061
12229	178.23200	176.46782
12230	175.93400	176.47504
12231	175.42000	176.48225
12232	176.74200	176.48947
12233	176.78600	176.49668
12234	176.41800	176.50390
12235	178.99900	176.51111
12236	176.37800	176.51832
12237	174.58000	176.52554
12238	177.31700	176.53275
12239	175.06400	176.53996
12240	175.46100	176.54717
12241	176.63500	176.55438
12242	177.99100	176.56160
12243	174.80800	176.56881
12244	174.38500	176.57602
12245	176.08700	176.58323
12246	176.80200	176.59044
12247	177.16000	176.59765
12248	177.66300	176.60486
12249	176.36800	176.61207
12250	174.01700	176.61928
12251	177.67500	176.62649
12252	175.89100	176.63369
12253	176.02900	176.64090
12254	175.26800	176.64811
12255	178.25000	176.65532
12256	176.88000	176.66252
12257	180.94300	176.66973
12258	176.16100	176.67694
12259	179.04800	176.68415
12260	174.71400	176.69135
12261	175.37400	176.69856
12262	176.30600	176.70576
12263	178.15100	176.71297
12264	173.33300	176.72017
12265	174.77400	176.72738
12266	173.45000	176.73458
12267	176.76100	176.74179
12268	179.13600	176.74899
12269	174.31500	176.75619
12270	176.43100	176.76340
12271	177.51500	176.77060
12272	177.12700	176.77780
12273	177.17200	176.78500
12274	179.20900	176.79221
12275	177.26700	176.79941
12276	175.73200	176.80661
12277	175.92900	176.81381
12278	176.54900	176.82101
12279	176.89600	176.82821
12280	176.49000	176.83541
12281	177.06900	176.84261
12282	175.11400	176.84981
12283	175.80500	176.85701
12284	174.64200	176.86421
12285	174.68600	176.87141
12286	176.38500	176.87861
12287	176.95200	176.88581
12288	177.40400	176.89300
12289	174.82600	176.90020
12290	175.49000	176.90740
12291	174.56300	176.91460
12292	175.33900	176.92179
12293	176.00900	176.92899
12294	178.72500	176.93619
12295	175.35600	176.94338
12296	176.47800	176.95058
12297	175.81400	176.95777
12298	173.61800	176.96497
12299	177.37500	176.97216
12300	175.89600	176.97936
12301	180.50500	176.98655
12302	175.52700	176.99374
12303	176.59900	177.00094
12304	178.24600	177.00813
12305	176.98800	177.01532
12306	176.74900	177.02252
12307	178.42400	177.02971
12308	173.49900	177.03690
12309	177.38200	177.04409
12310	177.80700	177.05129
12311	176.47900	177.05848
12312	179.06600	177.06567
12313	177.11700	177.07286
12314	177.93400	177.08005
12315	175.90200	177.08724
12316	177.15400	177.09443
12317	177.93200	177.10162
12318	177.31600	177.10881
12319	179.24100	177.11600
12320	178.65400	177.12318
12321	179.23400	177.13037
12322	177.07500	177.13756
12323	178.91900	177.14475
12324	179.67100	177.15194
12325	177.25400	177.15912
12326	177.60300	177.16631
12327	179.58500	177.17350
12328	177.68800	177.18068
12329	176.57000	177.18787
12330	178.83900	177.19505
12331	177.91700	177.20224
12332	177.57300	177.20942
12333	177.46600	177.21661
12334	179.24600	177.22379
12335	176.77400	177.23098
12336	177.73800	177.23816
12337	178.80100	177.24535
12338	178.78300	177.25253
12339	177.90100	177.25971
12340	176.57100	177.26689
12341	177.67500	177.27408
12342	175.05000	177.28126
12343	177.46500	177.28844
12344	176.68700	177.29562
12345	175.07400	177.30280
12346	176.77900	177.30999
12347	179.19200	177.31717
12348	178.88000	177.32435
12349	178.01400	177.33153
12350	174.83700	177.33871
12351	177.85700	177.34589
12352	176.86000	177.35307
12353	175.46400	177.36024
12354	180.04700	177.36742
12355	179.77900	177.37460
12356	175.86800	177.38178
12357	176.15300	177.38896
12358	175.65800	177.39613
12359	178.26200	177.40331
12360	177.92700	177.41049
12361	178.81400	177.41767
12362	176.21000	177.42484
12363	173.50500	177.43202
12364	176.32300	177.43919
12365	176.57900	177.44637
12366	177.82900	177.45354
12367	175.11500	177.46072
12368	176.99200	177.46789
12369	177.91500	177.47507
12370	176.84700	177.48224
12371	175.25100	177.48942
12372	176.68400	177.49659
12373	178.82300	177.50376
12374	176.44500	177.51094
12375	177.65600	177.51811
12376	175.70600	177.52528
12377	177.19400	177.53245
12378	178.53700	177.53962
12379	175.70500	177.54680
12380	177.33600	177.55397
12381	177.51100	177.56114
12382	176.63600	177.56831
12383	176.22600	177.57548
12384	179.68900	177.58265
12385	177.71500	177.58982
12386	178.56800	177.59699
12387	179.50600	177.60416
12388	179.94700	177.61133
12389	174.50500	177.61849
12390	177.66500	177.62566
12391	178.56200	177.63283
12392	176.06700	177.64000
12393	176.87600	177.64717
12394	175.35200	177.65433
12395	178.75700	177.66150
12396	176.32200	177.66867
12397	175.62500	177.67583
12398	174.62600	177.68300
12399	177.15300	177.69016
12400	177.92200	177.69733
12401	181.89400	177.70449
12402	175.93600	177.71166
12403	180.82100	177.71882
12404	175.71400	177.72599
12405	175.67600	177.73315
12406	173.17900	177.74032
12407	177.96400	177.74748
12408	176.12700	177.75464
12409	179.67700	177.76180
12410	178.50800	177.76897
12411	176.83600	177.77613
12412	177.93900	177.78329
12413	176.89100	177.79045
12414	175.18400	177.79761
12415	179.12500	177.80477
12416	177.87100	177.81194
12417	177.21000	177.81910
12418	177.85600	177.82626
12419	176.46700	177.83342
12420	177.07200	177.84058
12421	177.02500	177.84773
12422	177.96500	177.85489
12423	176.01400	177.86205
12424	178.93400	177.86921
12425	179.48500	177.87637
12426	179.40000	177.88353
12427	179.41600	177.89068
12428	175.52700	177.89784
12429	176.22300	177.90500
12430	176.85800	177.91216
12431	177.65800	177.91931
12432	178.76300	177.92647
12433	178.51500	177.93362
12434	180.47400	177.94078
12435	180.24500	177.94793
12436	180.89800	177.95509
12437	179.14800	177.96224
12438	177.60800	177.96940
12439	176.87900	177.97655
12440	177.24300	177.98371
12441	181.14400	177.99086
12442	176.75200	177.99801
12443	178.00800	178.00517
12444	177.09200	178.01232
12445	176.80900	178.01947
12446	178.84600	178.02662
12447	176.38300	178.03378
12448	177.34000	178.04093
12449	179.04900	178.04808
12450	177.43100	178.05523
12451	178.46200	178.06238
12452	176.63600	178.06953
12453	177.63600	178.07668
12454	178.63200	178.08383
12455	179.81200	178.09098
12456	175.56800	178.09813
12457	176.68100	178.10528
12458	175.84200	178.11243
12459	177.34300	178.11957
12460	177.11200	178.12672
12461	178.14800	178.13387
12462	179.32300	178.14102
12463	178.01700	178.14817
12464	178.88400	178.15531
12465	180.67800	178.16246
12466	178.15100	178.16961
12467	180.46600	178.17675
12468	175.28300	178.18390
12469	177.19200	178.19104
12470	178.28800	178.19819
12471	177.85400	178.20533
12472	178.92800	178.21248
12473	179.44500	178.21962
12474	177.40800	178.22677
12475	176.27500	178.23391
12476	178.86700	178.24105
12477	178.92600	178.24820
12478	179.13700	178.25534
12479	179.79100	178.26248
12480	176.77200	178.26962
12481	180.06300	178.27677
12482	178.31400	178.28391
12483	179.37300	178.29105
12484	179.40500	178.29819
12485	176.53100	178.30533
12486	179.52700	178.31247
12487	181.47900	178.31961
12488	180.01700	178.32675
12489	179.43200	178.33389
12490	178.99100	178.34103
12491	178.10400	178.34817
12492	178.65100	178.35531
12493	181.28000	178.36245
12494	180.58700	178.36959
12495	177.05700	178.37673
12496	180.06300	178.38386
12497	182.05900	178.39100
12498	177.68700	178.39814
12499	178.10800	178.40527
12500	178.58400	178.41241
12501	178.71900	178.41955
12502	177.27900	178.42668
12503	181.36800	178.43382
12504	179.88400	178.44096
12505	177.95100	178.44809
12506	178.98100	178.45523
12507	179.58800	178.46236
12508	178.05800	178.46949
12509	174.10800	178.47663
12510	177.79100	178.48376
12511	178.88900	178.49090
12512	174.84500	178.49803
12513	180.26200	178.50516
12514	180.18500	178.51229
12515	177.15300	178.51943
12516	177.24100	178.52656
12517	180.82900	178.53369
12518	178.28600	178.54082
12519	178.96900	178.54795
12520	179.17300	178.55508
12521	178.88900	178.56222
12522	176.85400	178.56935
12523	178.44900	178.57648
12524	178.15500	178.58361
12525	177.87700	178.59073
12526	179.15400	178.59786
12527	178.15200	178.60499
12528	177.66500	178.61212
12529	178.39700	178.61925
12530	179.80400	178.62638
12531	177.39800	178.63351
12532	176.65900	178.64063
12533	180.65300	178.64776
12534	177.98600	178.65489
12535	181.57100	178.66201
12536	179.56800	178.66914
12537	181.04100	178.67627
12538	180.01300	178.68339
12539	179.85700	178.69052
12540	177.47700	178.69764
12541	182.22600	178.70477
12542	183.12700	178.71189
12543	180.61100	178.71902
12544	178.86800	178.72614
12545	177.23000	178.73327
12546	176.09800	178.74039
12547	179.51200	178.74751
12548	182.53600	178.75464
12549	176.50600	178.76176
12550	179.54300	178.76888
12551	180.37200	178.77600
12552	180.89900	178.78312
12553	177.87600	178.79025
12554	178.71200	178.79737
12555	180.14700	178.80449
12556	178.94900	178.81161
12557	176.61800	178.81873
12558	177.33800	178.82585
12559	177.54100	178.83297
12560	177.41100	178.84009
12561	179.72500	178.84721
12562	176.20900	178.85433
12563	179.50600	178.86145
12564	178.47500	178.86856
12565	174.21000	178.87568
12566	178.42100	178.88280
12567	178.17000	178.88992
12568	181.40400	178.89704
12569	180.82900	178.90415
12570	180.71700	178.91127
12571	176.68500	178.91839
12572	175.00800	178.92550
12573	180.03500	178.93262
12574	179.37300	178.93973
12575	175.86500	178.94685
12576	177.95600	178.95396
12577	176.79600	178.96108
12578	177.20100	178.96819
12579	175.88400	178.97531
12580	179.37500	178.98242
12581	180.09700	178.98953
12582	178.27700	178.99665
12583	179.65600	179.00376
12584	181.25600	179.01087
12585	180.97800	179.01799
12586	179.14800	179.02510
12587	177.31400	179.03221
12588	181.44500	179.03932
12589	179.63000	179.04643
12590	180.11400	179.05354
12591	180.54800	179.06066
12592	178.35400	179.06777
12593	179.40800	179.07488
12594	178.27000	179.08199
12595	182.22200	179.08910
12596	176.25000	179.09620
12597	176.45200	179.10331
12598	180.18900	179.11042
12599	178.28400	179.11753
12600	178.45800	179.12464
12601	178.55900	179.13175
12602	181.05100	179.13886
12603	181.11500	179.14596
12604	179.77000	179.15307
12605	179.79200	179.16018
12606	181.72400	179.16728
12607	178.21500	179.17439
12608	180.56700	179.18150
12609	180.52500	179.18860
12610	176.83300	179.19571
12611	172.26300	179.20281
12612	180.73000	179.20992
12613	181.52500	179.21702
12614	179.17300	179.22413
12615	178.58600	179.23123
12616	179.26200	179.23833
12617	178.54700	179.24544
12618	178.38700	179.25254
12619	178.75700	179.25964
12620	178.74300	179.26675
12621	178.85800	179.27385
12622	181.48700	179.28095
12623	177.02600	179.28805
12624	178.09700	179.29515
12625	180.14600	179.30225
12626	177.18300	179.30936
12627	179.96500	179.31646
12628	183.70500	179.32356
12629	181.31700	179.33066
12630	178.58400	179.33776
12631	178.91400	179.34486
12632	177.33100	179.35196
12633	176.40900	179.35905
12634	176.73300	179.36615
12635	178.03000	179.37325
12636	178.40600	179.38035
12637	179.45100	179.38745
12638	179.67300	179.39454
12639	179.93200	179.40164
12640	177.68800	179.40874
12641	176.90100	179.41584
12642	176.89700	179.42293
12643	180.40800	179.43003
12644	180.53900	179.43712
12645	181.52700	179.44422
12646	179.23100	179.45132
12647	178.71600	179.45841
12648	179.69200	179.46551
12649	181.41500	179.47260
12650	180.67300	179.47969
12651	178.84100	179.48679
12652	182.47100	179.49388
12653	179.10000	179.50097
12654	177.86300	179.50807
12655	175.85200	179.51516
12656	176.45900	179.52225
12657	179.74000	179.52935
12658	178.55600	179.53644
12659	178.74200	179.54353
12660	181.04300	179.55062
12661	176.93800	179.55771
12662	179.40100	179.56480
12663	183.10100	179.57189
12664	179.93500	179.57898
12665	177.70300	179.58607
12666	180.20000	179.59316
12667	180.49700	179.60025
12668	180.41100	179.60734
12669	178.14200	179.61443
12670	180.09400	179.62152
12671	179.50800	179.62861
12672	180.71900	179.63570
12673	178.16800	179.64278
12674	177.81300	179.64987
12675	180.99000	179.65696
12676	182.10900	179.66404
12677	178.09700	179.67113
12678	179.54200	179.67822
12679	181.80200	179.68530
12680	183.04600	179.69239
12681	177.59000	179.69948
12682	178.86400	179.70656
12683	183.51700	179.71365
12684	184.63400	179.72073
12685	179.16800	179.72781
12686	182.50700	179.73490
12687	182.12000	179.74198
12688	183.38800	179.74907
