n	Experimental	Theoretical
15713	200.07100	200.03206
15714	199.88400	200.03843
15715	195.70100	200.04479
15716	198.89300	200.05116
15717	201.94300	200.05752
15718	195.96100	200.06389
15719	196.78000	200.07025
15720	199.99500	200.07661
15721	199.56500	200.08298
15722	202.67700	200.08934
15723	197.55600	200.09570
15724	201.81600	200.10207
15725	200.85600	200.10843
15726	198.10800	200.11479
15727	201.17000	200.12115
15728	198.89400	200.12752
15729	199.18200	200.13388
15730	198.81200	200.14024
15731	200.85300	200.14660
15732	201.81400	200.15296
15733	201.83900	200.15933
15734	202.26100	200.16569
15735	201.25200	200.17205
15736	201.91800	200.17841
15737	202.60200	200.18477
15738	198.59200	200.19113
15739	196.81400	200.19749
15740	200.10600	200.20385
15741	200.11400	200.21021
15742	201.54600	200.21657
15743	202.40300	200.22293
15744	198.90300	200.22929
15745	201.92600	200.23564
15746	199.88000	200.24200
15747	198.27400	200.24836
15748	198.50900	200.25472
15749	201.82200	200.26108
15750	198.15000	200.26744
15751	197.53700	200.27379
15752	198.49700	200.28015
15753	199.18400	200.28651
15754	200.37700	200.29286
15755	203.41500	200.29922
15756	205.83400	200.30558
15757	203.36700	200.31193
15758	200.88500	200.31829
15759	200.35800	200.32465
15760	200.53500	200.33100
15761	196.37000	200.33736
15762	201.43500	200.34371
15763	199.95300	200.35007
15764	202.84500	200.35642
15765	197.19200	200.36278
15766	198.83800	200.36913
15767	200.02400	200.37549
15768	200.41900	200.38184
15769	200.48800	200.38820
15770	200.14300	200.39455
15771	200.70400	200.40090
15772	200.41000	200.40726
15773	201.92100	200.41361
15774	198.60700	200.41996
15775	199.83500	200.42631
15776	201.19000	200.43267
15777	201.04000	200.43902
15778	199.01400	200.44537
15779	199.24400	200.45172
15780	204.26700	200.45808
15781	200.00600	200.46443
15782	196.84600	200.47078
15783	198.32300	200.47713
15784	198.71800	200.48348
15785	203.52100	200.48983
15786	199.58500	200.49618
15787	202.27000	200.50253
15788	202.30000	200.50888
15789	198.81700	200.51523
15790	199.92500	200.52158
15791	200.84100	200.52793
15792	203.89600	200.53428
15793	198.37200	200.54063
15794	199.69500	200.54698
15795	196.17200	200.55333
15796	198.26400	200.55968
15797	202.47800	200.56602
15798	200.95500	200.57237
15799	202.00600	200.57872
15800	199.92200	200.58507
15801	201.11300	200.59142
15802	203.23200	200.59776
15803	206.17800	200.60411
15804	202.69700	200.61046
15805	201.45800	200.61680
15806	199.62500	200.62315
15807	203.16300	200.62950
15808	203.54500	200.63584
15809	200.89700	200.64219
15810	197.59000	200.64853
15811	200.44700	200.65488
15812	202.64400	200.66123
15813	200.08100	200.66757
15814	204.56900	200.67392
15815	201.07600	200.68026
15816	200.25300	200.68660
15817	197.80900	200.69295
15818	199.46800	200.69929
15819	201.22900	200.70564
15820	201.54100	200.71198
15821	204.30500	200.71832
15822	202.25700	200.72467
15823	203.47800	200.73101
15824	196.58000	200.73735
15825	198.42600	200.74370
15826	203.36800	200.75004
15827	198.96100	200.75638
15828	201.23700	200.76272
15829	200.22200	200.76907
15830	201.77600	200.77541
15831	203.28000	200.78175
15832	198.62100	200.78809
15833	197.44700	200.79443
15834	197.50100	200.80077
15835	197.44500	200.80711
15836	200.10000	200.81345
15837	199.87900	200.81979
15838	203.38900	200.82613
15839	197.77600	200.83247
15840	201.26800	200.83881
15841	201.15700	200.84515
15842	202.54700	200.85149
15843	204.26100	200.85783
15844	201.12300	200.86417
15845	202.66700	200.87051
15846	201.91400	200.87685
15847	202.89900	200.88319
15848	201.42300	200.88952
15849	201.68000	200.89586
15850	201.93300	200.90220
15851	204.53900	200.90854
15852	202.82500	200.91487
15853	200.59700	200.92121
15854	199.74900	200.92755
15855	196.66800	200.93388
15856	201.57800	200.94022
15857	202.51300	200.94656
15858	205.92600	200.95289
15859	199.67700	200.95923
15860	201.19200	200.96557
15861	202.47700	200.97190
15862	203.08600	200.97824
15863	198.64100	200.98457
15864	202.28900	200.99091
15865	201.41900	200.99724
15866	200.54400	201.00358
15867	201.57100	201.00991
15868	200.38900	201.01624
15869	201.64100	201.02258
15870	203.46600	201.02891
15871	200.17700	201.03524
15872	204.01100	201.04158
15873	202.71000	201.04791
15874	200.12700	201.05424
15875	201.80100	201.06058
15876	201.73400	201.06691
15877	201.40900	201.07324
15878	201.93200	201.07957
15879	207.10200	201.08591
15880	200.69800	201.09224
15881	205.89500	201.09857
15882	201.34600	201.10490
15883	200.33300	201.11123
15884	200.84000	201.11756
15885	201.42100	201.12389
15886	199.96100	201.13022
15887	201.45300	201.13655
15888	201.72200	201.14288
15889	202.62700	201.14921
15890	199.98200	201.15554
15891	201.61700	201.16187
15892	198.13800	201.16820
15893	199.28500	201.17453
15894	200.02400	201.18086
15895	200.29200	201.18719
15896	202.75400	201.19352
15897	198.41000	201.19985
15898	199.84700	201.20617
15899	201.86500	201.21250
15900	199.36600	201.21883
15901	199.36800	201.22516
15902	200.45600	201.23148
15903	199.85400	201.23781
15904	201.38400	201.24414
15905	200.28600	201.25047
15906	200.90700	201.25679
15907	203.15100	201.26312
15908	203.65300	201.26944
15909	200.12200	201.27577
15910	201.12800	201.28210
15911	200.06800	201.28842
15912	201.82000	201.29475
15913	201.00000	201.30107
15914	198.84700	201.30740
15915	200.44900	201.31372
15916	203.25800	201.32005
15917	201.20100	201.32637
15918	205.06900	201.33270
15919	195.88500	201.33902
15920	200.72600	201.34534
15921	203.16600	201.35167
15922	201.12700	201.35799
15923	204.14800	201.36431
15924	203.49900	201.37064
15925	201.58000	201.37696
15926	201.97200	201.38328
15927	199.47900	201.38960
15928	199.82000	201.39593
15929	198.61100	201.40225
15930	201.63700	201.40857
15931	201.74700	201.41489
15932	200.46400	201.42121
15933	201.43700	201.42753
15934	197.48700	201.43385
15935	197.89500	201.44018
15936	202.78400	201.44650
15937	199.45100	201.45282
15938	200.58000	201.45914
15939	199.89200	201.46546
15940	201.38500	201.47178
15941	201.60300	201.47810
15942	203.75100	201.48442
15943	200.54600	201.49073
15944	197.60100	201.49705
15945	202.20600	201.50337
15946	202.73700	201.50969
15947	202.60900	201.51601
15948	202.64800	201.52233
15949	203.06200	201.52865
15950	202.24900	201.53496
15951	204.41200	201.54128
15952	201.33000	201.54760
15953	199.90200	201.55392
15954	199.15200	201.56023
15955	201.49200	201.56655
15956	201.16600	201.57287
15957	202.28800	201.57918
15958	201.88300	201.58550
15959	204.21900	201.59181
15960	203.72500	201.59813
15961	203.94400	201.60445
15962	202.51200	201.61076
15963	202.17100	201.61708
15964	200.88200	201.62339
15965	203.30500	201.62971
15966	199.91000	201.63602
15967	203.92700	201.64234
15968	203.90800	201.64865
15969	197.54200	201.65496
15970	203.15000	201.66128
15971	200.62400	201.66759
15972	203.48700	201.67391
15973	202.45200	201.68022
15974	201.99400	201.68653
15975	201.68200	201.69284
15976	203.22600	201.69916
15977	204.63200	201.70547
15978	201.10300	201.71178
15979	204.17600	201.71809
15980	203.84400	201.72441
15981	204.04300	201.73072
15982	199.06600	201.73703
15983	200.39600	201.74334
15984	202.24100	201.74965
15985	201.45200	201.75596
15986	198.78700	201.76227
15987	201.61600	201.76858
15988	202.77800	201.77489
15989	201.63100	201.78120
15990	201.86300	201.78751
15991	204.06000	201.79382
15992	202.33500	201.80013
15993	196.76900	201.80644
15994	203.53500	201.81275
15995	204.23200	201.81906
15996	204.05500	201.82537
15997	201.09000	201.83168
15998	205.40700	201.83799
15999	200.52100	201.84429
16000	202.09300	201.85060
16001	203.89600	201.85691
16002	203.88600	201.86322
16003	199.82700	201.86952
16004	201.42600	201.87583
16005	199.26700	201.88214
16006	203.32600	201.88845
16007	200.81900	201.89475
16008	202.10000	201.90106
16009	198.42400	201.90736
16010	204.53200	201.91367
16011	204.72200	201.91998
16012	201.68800	201.92628
16013	200.60600	201.93259
16014	202.16800	201.93889
16015	200.66300	201.94520
16016	202.52300	201.95150
16017	200.91900	201.95781
16018	198.65000	201.96411
16019	200.47400	201.97041
16020	202.73600	201.97672
16021	203.72100	201.98302
16022	201.72000	201.98933
16023	205.33800	201.99563
16024	202.32000	202.00193
16025	202.78200	202.00824
16026	204.09400	202.01454
16027	202.50700	202.02084
16028	203.09400	202.02714
16029	199.55700	202.03345
16030	200.02300	202.03975
16031	200.90500	202.04605
16032	203.23700	202.05235
16033	204.21900	202.05865
16034	198.76900	202.06495
16035	202.22500	202.07126
16036	203.98100	202.07756
16037	199.93900	202.08386
16038	198.73800	202.09016
16039	200.58800	202.09646
16040	206.05000	202.10276
16041	204.19400	202.10906
16042	202.97200	202.11536
16043	203.67900	202.12166
16044	200.87200	202.12796
16045	199.86100	202.13425
16046	203.87300	202.14055
16047	200.20700	202.14685
16048	202.08500	202.15315
16049	200.66400	202.15945
16050	204.29800	202.16575
16051	205.04800	202.17205
16052	202.57300	202.17834
16053	204.77500	202.18464
16054	204.56800	202.19094
16055	203.28000	202.19723
16056	202.20500	202.20353
16057	202.38500	202.20983
16058	199.82000	202.21613
16059	203.57200	202.22242
16060	201.49800	202.22872
16061	203.34500	202.23501
16062	200.38700	202.24131
16063	202.46800	202.24760
16064	205.31200	202.25390
16065	202.79900	202.26020
16066	205.72300	202.26649
16067	200.92000	202.27278
16068	202.51500	202.27908
16069	203.58900	202.28537
16070	198.94000	202.29167
16071	203.90600	202.29796
16072	201.70100	202.30426
16073	205.58000	202.31055
16074	201.92300	202.31684
16075	203.12400	202.32314
16076	200.57200	202.32943
16077	200.26400	202.33572
16078	206.83100	202.34201
16079	200.46400	202.34831
16080	200.91200	202.35460
16081	199.92300	202.36089
16082	200.91700	202.36718
16083	202.00300	202.37347
16084	204.04000	202.37977
16085	202.14900	202.38606
16086	204.91000	202.39235
16087	201.54300	202.39864
16088	201.85400	202.40493
16089	202.89600	202.41122
16090	203.60900	202.41751
16091	203.37800	202.42380
16092	201.24800	202.43009
16093	201.74400	202.43638
16094	203.25700	202.44267
16095	203.22500	202.44896
16096	202.78000	202.45525
16097	204.09600	202.46154
16098	203.06600	202.46783
16099	204.55900	202.47411
16100	202.06600	202.48040
16101	196.82600	202.48669
16102	199.45900	202.49298
16103	199.56200	202.49927
16104	202.63800	202.50555
16105	199.53100	202.51184
16106	201.30100	202.51813
16107	198.90700	202.52442
16108	199.22200	202.53070
16109	202.03700	202.53699
16110	205.63700	202.54327
16111	201.83300	202.54956
16112	201.85300	202.55585
16113	202.53000	202.56213
16114	201.04600	202.56842
16115	201.87300	202.57470
16116	199.85800	202.58099
16117	200.80100	202.58727
16118	200.26800	202.59356
16119	202.02400	202.59984
16120	201.21700	202.60613
16121	201.89600	202.61241
16122	201.88900	202.61870
16123	204.03900	202.62498
16124	203.44000	202.63126
16125	206.82800	202.63755
16126	203.74200	202.64383
16127	205.36400	202.65011
16128	197.97900	202.65640
16129	205.27200	202.66268
16130	204.48300	202.66896
16131	203.46600	202.67524
16132	204.04800	202.68153
16133	202.42000	202.68781
16134	206.14800	202.69409
16135	200.40500	202.70037
16136	201.46200	202.70665
16137	203.16400	202.71293
16138	203.69200	202.71921
16139	201.10200	202.72549
16140	205.72000	202.73177
16141	204.78900	202.73806
16142	202.78400	202.74434
16143	201.11400	202.75062
16144	201.97000	202.75689
16145	202.21400	202.76317
16146	198.96600	202.76945
16147	203.23200	202.77573
16148	203.79700	202.78201
16149	202.39000	202.78829
16150	203.05300	202.79457
16151	202.15000	202.80085
16152	201.71600	202.80713
16153	202.20600	202.81340
16154	202.26900	202.81968
16155	201.34500	202.82596
16156	201.43500	202.83224
16157	203.34200	202.83851
16158	200.37400	202.84479
16159	202.65100	202.85107
16160	201.35300	202.85734
16161	199.54100	202.86362
16162	204.19800	202.86990
16163	204.24300	202.87617
16164	201.21900	202.88245
16165	203.99000	202.88872
16166	204.06100	202.89500
16167	202.67600	202.90128
16168	204.21000	202.90755
16169	205.54900	202.91383
16170	204.05700	202.92010
16171	207.33500	202.92637
16172	204.86300	202.93265
16173	204.72500	202.93892
16174	205.05400	202.94520
16175	202.64500	202.95147
16176	205.58100	202.95774
16177	203.22600	202.96402
16178	204.29300	202.97029
16179	197.87700	202.97656
16180	204.29000	202.98284
16181	203.47600	202.98911
16182	202.81300	202.99538
16183	201.60600	203.00165
16184	204.19900	203.00792
16185	200.40700	203.01420
16186	203.62500	203.02047
16187	202.48800	203.02674
16188	202.35400	203.03301
16189	203.69000	203.03928
16190	201.05900	203.04555
16191	202.21600	203.05182
16192	204.33100	203.05809
16193	202.05500	203.06436
16194	203.13500	203.07063
16195	200.34400	203.07690
16196	202.52600	203.08317
16197	205.99000	203.08944
16198	202.59600	203.09571
16199	205.80500	203.10198
16200	204.79300	203.10825
16201	202.38800	203.11452
16202	203.85700	203.12079
16203	203.24000	203.12706
16204	204.88300	203.13332
16205	204.34600	203.13959
16206	204.14700	203.14586
16207	207.34800	203.15213
16208	197.80600	203.15839
16209	205.51100	203.16466
16210	201.48100	203.17093
16211	203.81800	203.17719
16212	203.50900	203.18346
16213	201.59000	203.18973
16214	203.04700	203.19599
16215	203.25400	203.20226
16216	203.22900	203.20853
16217	199.81400	203.21479
16218	203.62800	203.22106
16219	199.48200	203.22732
16220	206.11400	203.23359
16221	200.50300	203.23985
16222	203.85200	203.24612
16223	205.27500	203.25238
16224	203.72500	203.25864
16225	201.47900	203.26491
16226	200.74000	203.27117
16227	205.08200	203.27744
16228	204.19800	203.28370
16229	200.50600	203.28996
16230	199.84900	203.29623
16231	203.50300	203.30249
16232	204.28000	203.30875
16233	201.68100	203.31501
16234	203.28000	203.32128
16235	201.90200	203.32754
16236	203.60700	203.33380
16237	201.59600	203.34006
16238	204.36100	203.34632
16239	201.21200	203.35259
16240	205.95300	203.35885
16241	198.89400	203.36511
16242	203.37600	203.37137
16243	203.89500	203.37763
16244	203.49900	203.38389
16245	201.84800	203.39015
16246	203.65100	203.39641
16247	204.87900	203.40267
16248	202.48200	203.40893
16249	202.37400	203.41519
16250	204.39000	203.42145
16251	204.39700	203.42771
16252	204.22000	203.43397
16253	204.76200	203.44022
16254	202.34500	203.44648
16255	202.63000	203.45274
16256	201.65300	203.45900
16257	200.64600	203.46526
16258	204.01800	203.47151
16259	204.26300	203.47777
16260	204.17200	203.48403
16261	206.76000	203.49029
16262	204.32500	203.49654
16263	202.78400	203.50280
16264	204.31100	203.50906
16265	203.39200	203.51531
16266	203.76700	203.52157
16267	206.34700	203.52782
16268	201.79100	203.53408
16269	200.61700	203.54034
16270	204.70700	203.54659
16271	203.71000	203.55285
16272	202.18300	203.55910
16273	201.46600	203.56536
16274	202.73400	203.57161
16275	206.17900	203.57787
16276	202.20500	203.58412
16277	202.16900	203.59037
16278	203.01800	203.59663
16279	200.33700	203.60288
16280	201.39200	203.60913
16281	202.69100	203.61539
16282	206.16300	203.62164
16283	203.95500	203.62789
16284	201.35900	203.63415
16285	203.98900	203.64040
16286	207.35300	203.64665
16287	206.74400	203.65290
16288	201.52100	203.65915
16289	200.70700	203.66541
16290	204.07900	203.67166
16291	204.09100	203.67791
16292	203.96400	203.68416
16293	201.01700	203.69041
16294	203.46300	203.69666
16295	202.45200	203.70291
16296	203.89700	203.70916
16297	204.31000	203.71541
16298	200.35100	203.72166
16299	200.27500	203.72791
16300	204.79200	203.73416
16301	204.46900	203.74041
16302	204.14100	203.74666
16303	204.14000	203.75291
16304	203.79600	203.75916
16305	208.51300	203.76541
16306	203.29100	203.77166
16307	204.01400	203.77790
16308	203.71600	203.78415
16309	207.49000	203.79040
16310	204.80600	203.79665
16311	204.10500	203.80290
16312	206.83800	203.80914
16313	202.47700	203.81539
16314	204.58300	203.82164
16315	206.67100	203.82788
16316	200.98600	203.83413
16317	203.67500	203.84038
16318	205.46200	203.84662
16319	201.11700	203.85287
16320	205.46400	203.85911
16321	204.15300	203.86536
16322	198.91500	203.87161
16323	203.49100	203.87785
16324	201.55900	203.88410
16325	201.54500	203.89034
16326	201.28400	203.89659
16327	200.97600	203.90283
16328	203.80800	203.90907
16329	203.73700	203.91532
16330	205.56800	203.92156
16331	204.35900	203.92781
16332	205.64200	203.93405
16333	203.32700	203.94029
16334	200.69000	203.94654
16335	204.60200	203.95278
16336	199.37900	203.95902
16337	205.64400	203.96526
16338	207.71100	203.97151
16339	205.17500	203.97775
16340	204.89200	203.98399
16341	201.56300	203.99023
16342	202.32600	203.99647
16343	205.29100	204.00272
16344	202.08200	204.00896
16345	202.74900	204.01520
16346	205.11400	204.02144
16347	207.59900	204.02768
16348	203.96900	204.03392
16349	201.78700	204.04016
16350	206.11700	204.04640
16351	202.18700	204.05264
16352	202.55900	204.05888
16353	203.06600	204.06512
16354	203.37900	204.07136
16355	204.26500	204.07760
16356	203.12200	204.08384
16357	203.53500	204.09007
16358	204.62700	204.09631
16359	202.33200	204.10255
16360	204.10900	204.10879
16361	203.52600	204.11503
16362	204.00000	204.12127
16363	201.14600	204.12750
16364	205.34500	204.13374
16365	202.06500	204.13998
16366	204.12400	204.14621
16367	201.59400	204.15245
16368	206.30900	204.15869
